id	filename	md5	size	state
1f5bbb4e-9b0e-4953-a360-83fd7b6a2267	d61a8ec1-aa99-41c3-8633-018cdb0ccb1a.rna_seq.augmented_star_gene_counts.tsv	5fea9da6efe4a400a7785171ecdaa734	4242522	validated
207ea988-6795-460c-bfeb-382d8c758f31	2c555b4c-f219-40f9-95a4-bf96122b9c1c.rna_seq.augmented_star_gene_counts.tsv	fb7cc39ac70aa243e8eb3c9e907c8007	4236909	validated
2081a155-9d2d-41f6-b243-68a12e9b342a	62ca3ce8-77f9-4e02-ace4-af79519b53fd.rna_seq.augmented_star_gene_counts.tsv	0c6a23a41efb2dc0b10900228ccc500f	4244011	validated
21f16535-a7bb-4bbd-affe-bff937467374	930d7c02-c230-4d19-9247-74fb0e02d524.rna_seq.augmented_star_gene_counts.tsv	46147814e6efbeba517a13e938b0fae4	4238934	validated
222b562a-3ef7-4e69-a60d-54aac5104102	e0527b4b-de23-4b9f-8871-13f64f6976cd.rna_seq.augmented_star_gene_counts.tsv	d4c737d27e18342109001a0e7981dcfe	4244140	validated
23bf74db-bb4e-44c5-8473-e651b818e460	308e15c9-16b0-4f24-b9dc-e9dc91038579.rna_seq.augmented_star_gene_counts.tsv	f18e21a3660cda11ede50ccdbebd7493	4258207	validated
247f1d7d-fc33-4f35-aca7-60aa1c9631ad	ba42632e-b94c-4620-adcf-a0585652860f.rna_seq.augmented_star_gene_counts.tsv	d139f950bb2c7258ade5ea931edd9105	4230073	validated
248ac510-a5af-4608-9cdc-5c8673633b82	d23ff3bc-5524-4dca-b0f4-a1561a30566c.rna_seq.augmented_star_gene_counts.tsv	2487dc1a9a8b96ed72817a7fba2dac8e	4234609	validated
27f4c9d4-d6ba-4fea-9f0b-fb06066e69a8	dd1d9d28-3929-4361-a6ff-0ac781fb0ac3.rna_seq.augmented_star_gene_counts.tsv	4be54a6d046de4c54599d9c233d2c944	4247156	validated
2a18db7b-b054-4210-b8cb-a647c26f90c1	5dfb4024-ca51-4296-9fc7-0037b7b1e27b.rna_seq.augmented_star_gene_counts.tsv	c5810a1c261bccd8a544d28f2df21cfe	4237375	validated
2a898b49-54b6-4cb6-8af4-fb69d0818562	69303772-638d-4171-84d2-cfa535256976.rna_seq.augmented_star_gene_counts.tsv	91af93fd97fce14f3beb5dd240dfd3bc	4229676	validated
2bf56d2d-8c5e-4579-847b-03fd0ba46143	fb3713b9-fad5-4d66-b419-8f53530b14cd.rna_seq.augmented_star_gene_counts.tsv	4683e7678af75fd1ded802db37bc1653	4255541	validated
2d148c3a-7bbd-414f-872e-dd916d0e3ccf	bd1f12ab-ee49-4e7e-aad4-14924c49d306.rna_seq.augmented_star_gene_counts.tsv	107ac481b891cc7f897a9b282a72543e	4254315	validated
2d75b6a1-0f93-4c6a-9554-73a214969c6b	1cbbe329-a471-425e-b14d-e9043fce6926.rna_seq.augmented_star_gene_counts.tsv	b5afc3fe576b86f97653701118128447	4261873	validated
3071e512-94ea-4820-9573-668235188e34	da549530-7ba5-4302-acd2-40a766860216.rna_seq.augmented_star_gene_counts.tsv	5c8c4a05d55677456bf1615a8cf5e0b2	4249785	validated
3208ca18-f70a-415e-8d10-5e9cb8a24b52	0b59b278-d2f6-4aa6-bf6d-b8d743ae83af.rna_seq.augmented_star_gene_counts.tsv	540d3204cb43d419a04d777f6f6a376b	4247003	validated
3293a2fa-d57c-448e-a336-a92def5dd92a	acda1855-14ba-4e05-89f7-50f7823f38b3.rna_seq.augmented_star_gene_counts.tsv	104124844ab5027c91e5523c9a277e7d	4246745	validated
336f0e3e-878e-4ee8-b2aa-cc536f3432f3	0a950719-ca7a-4dbf-8755-262cabf3d4b7.rna_seq.augmented_star_gene_counts.tsv	e06e1d24ed19e04ae1d43afb3222f6bd	4261615	validated
3448aa6c-0de2-4d47-9bac-19507aee7492	4da20b00-8ed6-41ed-88d9-9969d15761c7.rna_seq.augmented_star_gene_counts.tsv	ad351b198e1a81ed4956b78b99531179	4260041	validated
37939d7d-074b-42b7-8d68-95a8afef4c38	41bdc474-8e6e-4f39-98ec-6d73ee41837c.rna_seq.augmented_star_gene_counts.tsv	29cda5073bc2a0c72501fd745f2bb1fc	4240259	validated
38854c85-fc09-4a51-93a7-257762517583	c058aa43-349b-4f45-8217-6b193bf7c610.rna_seq.augmented_star_gene_counts.tsv	cc99fe14ee5020192b1776c5b919b84d	4266598	validated
392edd04-fdec-4eb7-ba2e-cef02519c219	3daeb643-20a6-4273-b1fc-eed2a3bb5a18.rna_seq.augmented_star_gene_counts.tsv	6537ef72327ea4005dabf37c9ffd9d6e	4239641	validated
398fa6bf-78af-473b-8f2c-a2b3b605131f	a852a227-c31f-410f-baee-81135917a7d2.rna_seq.augmented_star_gene_counts.tsv	300bd799d99d4968aa1eb35bbd6385ea	4245036	validated
3aad7b0b-9f82-41d0-b3e5-5614afcac6a8	7aac48b4-dbb0-49a5-a3e0-04916a9270b8.rna_seq.augmented_star_gene_counts.tsv	218ff2abc8bbff4aa49b8153848e62ad	4250299	validated
3e0c80d6-5091-454c-ad27-eb513cf6f45d	b161c26d-64b1-4e03-94da-4f9b9de25e88.rna_seq.augmented_star_gene_counts.tsv	95dab2fffc861226d58a651c28a1b1b2	4248818	validated
422ef158-74dd-4a5e-88a6-5b0da33004d1	9b7c81c7-d03c-446c-9d25-8c966058b0e3.rna_seq.augmented_star_gene_counts.tsv	31051643d355efb8baecf8a64979428c	4247739	validated
427a04c9-9b48-49de-8a47-2adc4e1dd32a	fead73ce-2e66-4647-8b6c-b8bbdaaf30fe.rna_seq.augmented_star_gene_counts.tsv	ec942dcd0042eec6c74ef4c9f7cc5534	4248833	validated
4376b78e-bfec-4142-8407-b967883d7b6b	eba8b055-6de2-48e7-bed8-40de705ad1d1.rna_seq.augmented_star_gene_counts.tsv	ad8b805c8ddda100c9f123f459cdd211	4251315	validated
447e3faf-a5f2-4739-b2aa-c907f33b634a	4f3fa7c5-fe72-4b99-8a4f-9f487efc1ef1.rna_seq.augmented_star_gene_counts.tsv	0c2c06a95afeed8fa3473b357206a390	4254469	validated
456bc30b-59f8-4427-b798-5b113ca635a0	653ddf67-d2ac-4fc7-8e95-b4a078e27806.rna_seq.augmented_star_gene_counts.tsv	83584bcd645ae56b666fafb2cd8c2deb	4242870	validated
4a2ad226-ed26-4f81-af7d-9d8b6db7cdd4	f9683515-b944-4c7b-b41d-ea105bd37a5a.rna_seq.augmented_star_gene_counts.tsv	5c8f1426ea7a18aa58f848a5f5a41cc6	4244841	validated
4ad2cbb3-5bca-462b-af1f-8a292c317722	e8909d26-a289-4dc7-a819-5883c621efac.rna_seq.augmented_star_gene_counts.tsv	72467f75385aa52acfaa414be2282a96	4262880	validated
4c2bb8e3-2527-466b-a3bb-0f36c3b2a3e7	2d1e176a-adc9-4d8a-92cf-5cba5ab8e486.rna_seq.augmented_star_gene_counts.tsv	f18b1cb250955746893716a393fb20ed	4242224	validated
4cce67eb-0cb7-4c8f-a81e-0e521c2b0168	05f4836a-8db8-4dbc-a996-090887bf8a64.rna_seq.augmented_star_gene_counts.tsv	fb2875737ffb9fa6fa13ae3c903f683e	4261955	validated
4dd3d7e2-8a60-41e8-8812-a06f413afe2b	49ec7f30-d687-4124-a3aa-17bffb48ce26.rna_seq.augmented_star_gene_counts.tsv	4f066c0a9719e3efb4a953ad9436e6da	4249844	validated
4df2233b-3bbc-4d20-9abc-2a09b3f37383	eb0f8bc7-5f47-4174-8e85-678bd011bc3c.rna_seq.augmented_star_gene_counts.tsv	2a9f52c2eadf6f18224c9f2f8778e873	4251762	validated
4ec56a4e-a3ce-4511-a517-199e2a535b1a	d898e588-a74d-435c-b930-b96c266ff580.rna_seq.augmented_star_gene_counts.tsv	7b6ab17da013c0425feef6616f4458ae	4248732	validated
4f464ced-080f-41f1-9a00-955db0d5fda6	dc76c717-eaa0-49d7-a228-2fce7a536e42.rna_seq.augmented_star_gene_counts.tsv	04404aa56bd6e68b44acf9906e7266c4	4262264	validated
4f54add3-c33d-4bc9-9e1f-c75f52d15f1e	2e4316d2-5fe5-4ee1-9b22-73f4c42b6202.rna_seq.augmented_star_gene_counts.tsv	49fe7f3c7f7fc86f310fe9cb0bcc7ab4	4255418	validated
50260fba-c435-480a-9bb8-f2839ba499a4	1d390e7f-bbbb-45b5-9466-d199f19106b2.rna_seq.augmented_star_gene_counts.tsv	0a64750cfc68841be35cdbe416adf7f8	4235352	validated
50721c97-1a23-405b-b7b3-2955e4c62e5a	00063026-2a67-41de-b105-f80dca277978.rna_seq.augmented_star_gene_counts.tsv	3fb7a3e813e43c3d1dfaecd082130385	4234333	validated
507952aa-23c0-4239-ae19-04d8f862acc2	55d29bdf-c959-4eda-ab2b-e09d7abb58fa.rna_seq.augmented_star_gene_counts.tsv	be0a14cf9d711fef977c6f1433337e30	4249910	validated
51a3cb9a-e745-49ac-af0e-3a750f9e7521	df6af593-6a85-4f5f-8dbe-c32df5a85ef6.rna_seq.augmented_star_gene_counts.tsv	e3b1abcee920570435311e0b4475691f	4237560	validated
52151eca-7819-496e-bf31-4875b68d429d	34478743-530d-4d71-a124-90ad54ded5c1.rna_seq.augmented_star_gene_counts.tsv	1a84f1a5617efd6f294af14e5fd515fe	4245902	validated
542856ab-164d-4edd-833a-925da96d1eeb	9c0696ab-2bd6-4372-8b10-8222816de48e.rna_seq.augmented_star_gene_counts.tsv	5d8a756c6b15896901ca4cc63b1c3d29	4255467	validated
54600389-6de5-44ce-ada1-8a8508b50980	65ba302c-51a9-4493-8d28-e7bc076bca54.rna_seq.augmented_star_gene_counts.tsv	368b9e09d3826de28b4c7e26eb1bb152	4232307	validated
57044315-cc7f-4677-90fa-2e959740bd9c	857c6778-f94c-4b61-9df0-7ee340fb88bf.rna_seq.augmented_star_gene_counts.tsv	9faba9793b39d22f2d9b40669da65e99	4232082	validated
573241d2-e298-426a-84a0-2c3889bae923	b1e03953-263f-4331-b386-487cdc897425.rna_seq.augmented_star_gene_counts.tsv	71bab53026d304fbff8c5bbfb1e5857b	4246942	validated
5755f322-5df5-4b88-9c79-640167775c12	8bf23a6b-8ca6-4fcf-b4e9-a14c3a875526.rna_seq.augmented_star_gene_counts.tsv	4e792b3fb39984a371f0360c439f1d6e	4227452	validated
58764dda-7c61-4705-a834-4d654c60ef2b	4d4d40f2-1f96-4d31-81aa-d44b17a217ed.rna_seq.augmented_star_gene_counts.tsv	d714d7436d545304554860e673e2b978	4240891	validated
59bb8b6d-9827-4d5c-8714-cbc8ec3b8be5	c8c4129c-48ca-4df9-9ef8-bab2a794ebbf.rna_seq.augmented_star_gene_counts.tsv	56c26b4865b6b563286d2e48e7921ccb	4223367	validated
5e789924-9d98-4765-a348-90a27349d906	d83bb114-c175-4fd5-aac0-5dc04b9218b0.rna_seq.augmented_star_gene_counts.tsv	d8dfac715263256aa92e52820c9ad00b	4256920	validated
5fbe4a11-de4d-418e-9bc3-75b768d4a665	22e623b3-2c82-4283-bd28-2cf1777b0179.rna_seq.augmented_star_gene_counts.tsv	6078a4eb3852baf57465346b82631ce4	4250936	validated
5fe2671d-4314-444b-adc1-64bbc6a85aab	548b1967-fca4-4238-8d59-ae5405122c90.rna_seq.augmented_star_gene_counts.tsv	5392625781b55a2440dec8430c38feb1	4258915	validated
62a4b965-7aaa-4bd4-b469-57a713b2e9fd	064d1578-9fb7-439c-9644-d4cb6389ec9d.rna_seq.augmented_star_gene_counts.tsv	613f2feadffe04aecd532ec2c1b9d1d1	4252172	validated
63adf5e2-d5cb-4937-a0ee-f2914e130b25	86931155-2879-41e4-8fa2-1f24826d8768.rna_seq.augmented_star_gene_counts.tsv	337f5f52c8e3820ee20b0fa1d1eabfce	4251036	validated
64bfe46f-8152-4c70-b69d-ea412a4dfcff	b25117ce-5a14-4b43-bbfe-513b957464d0.rna_seq.augmented_star_gene_counts.tsv	4c10ed2ed8b6b870437d52ebf83b2fa3	4238941	validated
65582670-1c71-4606-91b5-a886144fdfa6	5c4f28b0-b83c-4b52-8545-2f26c9d0734f.rna_seq.augmented_star_gene_counts.tsv	a5ddbc5ddfb0a2bd4c461862b6a145a4	4245638	validated
67317cce-4a8c-4313-bb26-4ef7759071b9	3b509602-c9b3-4dba-86a4-13e2a3857bb4.rna_seq.augmented_star_gene_counts.tsv	505f06d7345d85995044e4630116ccb5	4249865	validated
68881256-49b8-4a19-87a9-afac4f1841d2	7b4b9d66-e494-48e8-949f-7cdb42e490f9.rna_seq.augmented_star_gene_counts.tsv	a82b9c19fe88132acc12f9e6c3289022	4248367	validated
699e47b8-5396-43eb-927d-8d05b0e79644	1dd6852b-2456-4576-9b22-f7604277c955.rna_seq.augmented_star_gene_counts.tsv	b30e639b9179e17b16a7dd4cec129b0a	4251484	validated
6e112ec6-1791-4764-8a62-7ad4dfea2d3b	216e4f8a-be1a-41d6-b413-fa4645423caa.rna_seq.augmented_star_gene_counts.tsv	ab766d646b3d2dff3a44caed1e0a3999	4254264	validated
6e8e0eef-1fc8-446c-9038-3a06657784ec	0c087071-89ba-4fc8-ab47-c4f1c60fa24c.rna_seq.augmented_star_gene_counts.tsv	f67c8eee4c4d07d8ed9f1b20c94e25d5	4232923	validated
7000e222-556a-4548-9542-9337ba70f79c	5d282b59-c7dc-4f08-ad05-b5eae4bd8e94.rna_seq.augmented_star_gene_counts.tsv	8019aac098fb5ec7d61298d6c62c96c4	4250737	validated
7002e8cb-0d64-4d4b-a483-bf6dec3c2abb	08a14e13-810a-4862-9de9-16b4fea25625.rna_seq.augmented_star_gene_counts.tsv	9912d7b26bda8c34b71fbb4e7efe9bbd	4229577	validated
707414cc-7f34-41c6-8803-6641521a4069	b1d64529-4f34-4644-b0e7-20606827ccd4.rna_seq.augmented_star_gene_counts.tsv	376775c07a9d2429cc5360caa4a64415	4221360	validated
7125229a-2fc6-402d-bd87-ad0d3195fd49	c024ea4d-8f0e-4fba-b793-5d2e767744db.rna_seq.augmented_star_gene_counts.tsv	00ed9b04396fc4948c4dda81c895a722	4247725	validated
71ce6854-2231-48ad-ba1b-54bb4ec7d713	c50bf088-8ad3-495c-b7b5-1eca9bb546ba.rna_seq.augmented_star_gene_counts.tsv	eec3e72e22419d2e8aee420e22369430	4243394	validated
7235fd65-e9cb-45f1-ac78-cad80823325e	b021039d-26c3-4851-9641-ddd81e408339.rna_seq.augmented_star_gene_counts.tsv	b8849d5006f38f71d2d85d90b54e5961	4252760	validated
7300d49e-2e8c-42e0-873a-1674a19b71e6	fb27491d-a418-4957-a387-9a4e4de84b06.rna_seq.augmented_star_gene_counts.tsv	c770b3c4792dbef0ee954fc01e8fa208	4245722	validated
736fca14-66fb-481a-985e-7253f75243a8	217558e4-a5f5-4c72-91b7-b430a17f457a.rna_seq.augmented_star_gene_counts.tsv	d37ead104075a6695095f3d09f2d580a	4251169	validated
739fe30a-4fae-4f4d-a360-3ab300a4848a	52064107-3c37-45b1-aa6b-a14a98352f9d.rna_seq.augmented_star_gene_counts.tsv	471ddfc560463bfb4b70b40c18567a9f	4254739	validated
742a677b-e99b-4916-bb92-3536c55ee5e3	594263d2-e787-4e14-a2de-8f57727de001.rna_seq.augmented_star_gene_counts.tsv	1eee36e9d0b995b3abd47aaa3bab156c	4249609	validated
75182885-7501-49b1-bb0d-8a88da1080a3	0965a7ff-1a9f-4cc6-a822-970390b2de58.rna_seq.augmented_star_gene_counts.tsv	59df9be9f00b5d6de76aa042f856684a	4245349	validated
76bcf698-d2da-42de-b33c-c5deb721c643	1a2bc49d-edc6-4b84-88f0-73b6ed250d1b.rna_seq.augmented_star_gene_counts.tsv	ce44205e8457d0a0303352a0b74b49ab	4233132	validated
76cff555-d8a3-46d1-ac93-12d856adb445	dbd18198-74a5-410d-bf38-08a0ca2fb207.rna_seq.augmented_star_gene_counts.tsv	832519c51c665cd663179fceae7e951d	4237075	validated
7789d241-991c-4cc9-a557-69d5c439b930	24edd191-20a1-4887-951a-3f0a753d43f8.rna_seq.augmented_star_gene_counts.tsv	8f7631f85d417d7bd602d33ecc0f2d8d	4247062	validated
77f150b1-5f40-442d-91c5-6d3571513513	1fc52882-bc89-4a45-a96e-5e051420c513.rna_seq.augmented_star_gene_counts.tsv	8c118d2c7cc6f4308955bfd4a2849a1c	4234221	validated
7806768a-e8c6-48b0-a241-c036c230e78b	341e11ea-c1b6-4d66-999c-76ebb9c8b342.rna_seq.augmented_star_gene_counts.tsv	f9877b5367930f2eb95e2b53f25ccb29	4243730	validated
7860a938-e43a-4c3a-83b4-6578cea95df8	a0ea30b4-a6e0-4f46-a0ee-5d552c8b6d68.rna_seq.augmented_star_gene_counts.tsv	a3062bde1fb3fd2538de9d4ef431eebe	4236444	validated
7882ff91-e415-48ae-9151-26b55f1cfc57	2b5864c9-7577-4e93-8d22-1f45a98267f1.rna_seq.augmented_star_gene_counts.tsv	3337bb07f0afd8b6d06911ba132616c0	4221522	validated
7acdca8d-6231-4077-b7ac-eec857c43092	17efe3f1-a97a-4e26-b28a-98702fd3c42b.rna_seq.augmented_star_gene_counts.tsv	a4c66396d1bc675300eed549ef0c87fa	4242402	validated
7aff89e2-86cb-43d8-96cd-341c02ebdd49	bc4ac436-ed5f-4774-867d-a6bdd7e14486.rna_seq.augmented_star_gene_counts.tsv	b4efc30b9af6617d16af8decb974d51b	4253806	validated
7b738087-65b1-4c6e-94c4-d0ba6bb17098	c8c213fe-4ab7-4671-81cb-fe09b11fcbe7.rna_seq.augmented_star_gene_counts.tsv	e6e212e9fe17b3789582cb9aee383836	4236371	validated
7d496f9f-8a04-496a-ad25-68b1b72f864a	c07a2fe2-d51d-4fd6-a36e-9f04fc3b6c05.rna_seq.augmented_star_gene_counts.tsv	28b5125dd051111339fbb56dcc9a7b18	4246838	validated
7fa9ad2e-67a7-449f-be73-9e18dc46b529	5d5bb9d2-2244-4673-99db-653609cf5de2.rna_seq.augmented_star_gene_counts.tsv	c2c58944ad7816d2b276096ba80553c5	4258120	validated
808f4ac6-9bc9-402f-be36-b7ec8658c150	769dff27-1f9c-422d-8ba0-703136a9d5ca.rna_seq.augmented_star_gene_counts.tsv	3f73ce9f5bf6fea02f6296671de01400	4242848	validated
81138059-5789-4ea7-84e9-1490aa53a283	35ded490-54db-46b8-bc62-a5a9314cf0b2.rna_seq.augmented_star_gene_counts.tsv	86428e045962f6b4dc7fab3fb3668b71	4219156	validated
83eeba96-e3dc-44a3-846c-43dcc2ff9806	631a9df0-9d81-4b15-9ee6-3ae9f31dcba6.rna_seq.augmented_star_gene_counts.tsv	5516aaacb60e91486fe3ac104732cba9	4227880	validated
83f2e26b-fefd-4027-ac5e-fa204ec9f084	a455069c-8869-4af8-949c-edfee0a05f51.rna_seq.augmented_star_gene_counts.tsv	2a196a028ad890402b9b8d4fa7512652	4219291	validated
842b0c9e-a03d-4074-b0fe-be8d0e056c7d	56bc1e6b-d1bf-4df9-b266-07ff567aad77.rna_seq.augmented_star_gene_counts.tsv	dbadc7592c847ec9de5c1dc1dd314eb0	4235828	validated
84cff855-d17a-4c09-b432-53893ae69c1e	03d891b3-8faf-4384-94ce-2015f1ca5df0.rna_seq.augmented_star_gene_counts.tsv	a047d3255bf04eed49d33a5f41787b6c	4217372	validated
86b68671-beef-4a15-aabb-89d79396fd9d	493a8b0a-11ea-4f37-8149-3825aaa04fe4.rna_seq.augmented_star_gene_counts.tsv	45c718d416fc228afa997270a9a042ce	4239058	validated
86b7ddd7-1c59-4937-99ec-b30fa9b4f0bd	a622a28b-a3ac-495b-b696-2a11e0e0e2ad.rna_seq.augmented_star_gene_counts.tsv	d0a2c7f198b4fabe4dc838ea141863a8	4240504	validated
87b7171a-7340-4e1e-849b-c52351f23ab0	43c4bdc2-b3fc-4fb0-9f11-f45394c4256b.rna_seq.augmented_star_gene_counts.tsv	e01f9f6304a85be93cd2bf5dce00e63e	4234177	validated
87d5686a-5d57-4ce2-b06a-dee5c2926ebf	d920c232-82ae-48f9-98d1-b94bf4a45d8d.rna_seq.augmented_star_gene_counts.tsv	01c0588f5a3cc8c3dba9848ed6b50728	4258553	validated
8849e5bf-ff35-4cbf-972c-01fb92201a73	feb7140e-d822-4462-8dfa-7a63805ac740.rna_seq.augmented_star_gene_counts.tsv	e2a6d47d3a8a4d33f7ed25851b21da3f	4257533	validated
893122aa-117b-49a4-a81c-1229dde4d78a	42cc31fb-3bc2-4d21-b821-2d05aca800e7.rna_seq.augmented_star_gene_counts.tsv	eb00b726d03006522e9388c80dfc3647	4254297	validated
8a7fe670-bcef-4fcb-9759-9892ff5f4f61	a7428d3b-f84b-4c2f-a996-14a11af6b6df.rna_seq.augmented_star_gene_counts.tsv	0d687cb5c21070d7f026b730cc1f98e6	4257837	validated
8a84b9a5-d453-416b-b481-f15402c2eb54	8c0d18d4-98f5-4a66-b62e-7cede666c49f.rna_seq.augmented_star_gene_counts.tsv	6a90260b6cce8a93cdd63247e527e5b2	4234079	validated
8b000fae-e6de-4038-8486-45316cae622d	7be7033e-db49-45cd-8ea5-827266707b1e.rna_seq.augmented_star_gene_counts.tsv	1d21804923768d0d53eea40edd857afc	4239332	validated
8ca36e25-aabc-4bd9-9ced-a8d432ca0260	6e6eeb9a-6437-4e53-9fb7-c283f738d3bd.rna_seq.augmented_star_gene_counts.tsv	99f313039e4e127a584e30ff5aa4b7d8	4253858	validated
8ebe0bf6-11fa-418d-918c-5c73f0e7e9ac	466a4121-0583-47ee-9d54-1f1c2d47e381.rna_seq.augmented_star_gene_counts.tsv	35a81c74d92ac7e70710345489e2b27b	4265890	validated
8fb0660c-fb39-47f0-8450-1f7abff3b656	3334577a-8045-4613-9a1b-e79fd62d5d6d.rna_seq.augmented_star_gene_counts.tsv	82250c0adab66ef3636fdad8e6cf5b8c	4235162	validated
90116c25-271c-4be2-b20f-295448e6e421	8b9d534c-0d48-4d88-bbb2-a866d7e73a55.rna_seq.augmented_star_gene_counts.tsv	157124ce0acbb47530d36623ed9dc665	4245371	validated
90617797-d2c7-4c49-bffe-b2bea96a7cf1	cf7f5e39-f761-424f-9987-21b328afa0ae.rna_seq.augmented_star_gene_counts.tsv	2be92861b183f86ce7402e8b1f556c13	4237459	validated
934935ae-037b-451d-a696-0679b07bd401	90388468-c622-4114-971e-ab178e487493.rna_seq.augmented_star_gene_counts.tsv	f2cd03ac00df1dea59a90556e3a0aa59	4253559	validated
958813f4-8036-42f7-856d-7a69c4175adc	269c35f0-a4f7-4e30-a69f-f1f3b7b5dace.rna_seq.augmented_star_gene_counts.tsv	0035fb5b56a204c5c0606b98b277344b	4237719	validated
